id,site_id,title,price,sale_price,currency_id,available_quantity,sold_quantity,buying_mode,listing_type_id,stop_time,condition,permalink,thumbnail,thumbnail_id,accepts_mercadopago,original_price,category_id,official_store_id,domain_id,catalog_product_id,order_backend,use_thumbnail_id,offer_score,offer_share,match_score,winner_item_id,melicoin,seller_id,seller_permalink,seller_registration_date,seller_car_dealer,seller_real_estate_agency,seller_tags,prices_id,prices_prices,prices_presentation,prices_payment_method_prices,prices_reference_prices,prices_purchase_discounts,installments_quantity,installments_amount,installments_rate,installments_currency_id,address_state_id,address_state_name,address_city_id,address_city_name,shipping_free_shipping,shipping_mode,shipping_tags,shipping_logistic_type,shipping_store_pick_up,seller_address_id,seller_address_comment,seller_address_address_line,seller_address_zip_code,seller_address_country_name,seller_address_state_name,seller_address_city_name,seller_address_latitude,seller_address_longitude,NUM_ATTRIBUTEs,BRAND,ITEM_CONDITION,num_tags,best_seller_candidate,loyalty_discount_eligible,good_quality_picture,MODEL
MCO608202067,MCO,Pomo O Pera Ford Fiesta - Ecosport 11-,64400,,COP,1,50,buy_it_now,gold_pro,2041-03-03T07:18:28.000Z,new,https://articulo.mercadolibre.com.co/MCO-608202067-pomo-o-pera-ford-fiesta-ecosport-11--_JM,http://http2.mlstatic.com/D_623578-MCO44930836819_022021-I.jpg,623578-MCO44930836819_022021,True,70000,MCO373147,,MCO-AUTOMOTIVE_SHIFT_LEVER_KNOBS,,50,True,,,,,,61887278,,,False,False,,MCO608202067,"[{'id': '2', 'type': 'standard', 'amount': 70000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-03-08T07:18:21Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '34', 'type': 'promotion', 'amount': 66500, 'regular_amount': 70000, 'currency_id': 'COP', 'last_updated': '2022-02-14T19:17:34Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-07T04:30:00Z', 'end_time': '2022-02-21T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO4056', 'promotion_id': 'MCO4056', 'promotion_type': 'campaign'}}, {'id': '35', 'type': 'promotion', 'amount': 61600, 'regular_amount': 70000, 'currency_id': 'COP', 'last_updated': '2022-02-14T19:17:34Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-14T19:16:33Z', 'end_time': '2022-03-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'P-MCO4360001', 'promotion_id': 'MCO608202067-64adf64f-9fa0-4e94-8d0e-7283e432bba5', 'promotion_type': 'marketplace_campaign', 'discount_meli_amount': 2800, 'campaign_discount_percentage': 12, 'campaign_end_date': '2022-03-01T04:00:00Z', 'order_item_price': 64400}}]",{'display_currency': 'COP'},[],[],[],12,5366.67,0,COP,CO-DC,Bogotá D.C.,TUNPQ1RVTjE0ODY0,Tunjuelito,False,me2,"['self_service_in', 'fs_threshold_mco_change_apr2021', 'fs_threshold_mco_change_jul2021']",cross_docking,False,,,,,Colombia,Bogotá D.C.,Tunjuelito,,,5,ICP,Nuevo,6,1,1,1,
MCO823828340,MCO,Burlete Para Debajo De La Puerta ,19900,,COP,1,50,buy_it_now,gold_pro,2041-10-16T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-823828340-burlete-para-debajo-de-la-puerta-_JM,http://http2.mlstatic.com/D_885059-MCO48194783470_112021-I.jpg,885059-MCO48194783470_112021,True,,MCO442191,,MCO-AUTOMOTIVE_WEATHERSTRIPS,,49,True,,,,,,529933132,,,False,False,,MCO823828340,"[{'id': '2', 'type': 'standard', 'amount': 19900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-11-11T14:30:23Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,1658.33,0,COP,CO-VAC,Valle Del Cauca,TUNPQ0NBTDYyZDA0,Cali,False,me2,[],xd_drop_off,False,,,,,Colombia,Valle Del Cauca,Cali,,,3,Burlete para debajo de la puerta,Nuevo,6,1,1,1,
MCO495635118,MCO,Antena Aleta Tiburon Carro ,26600,,COP,1,250,buy_it_now,gold_special,2038-11-26T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-495635118-antena-aleta-tiburon-carro-_JM,http://http2.mlstatic.com/D_909182-MCO28851123354_122018-O.jpg,909182-MCO28851123354_122018,True,28000,MCO116348,,MCO-CAR_ANTENNAS,,48,False,,,,,,95716649,,,False,False,,MCO495635118,"[{'id': '264', 'type': 'standard', 'amount': 28000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-07T19:53:09Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '266', 'type': 'promotion', 'amount': 26600, 'regular_amount': 28000, 'currency_id': 'COP', 'last_updated': '2022-02-17T01:38:07Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-16T05:00:00Z', 'end_time': '2022-02-23T04:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1634573-MCO495635118', 'promotion_type': 'custom'}}]",{'display_currency': 'COP'},[],[],[],36,738.89,0,COP,CO-ANT,Antioquia,TUNPQ01FRGRjNjc4,Medellín,False,me2,['fulfillment'],fulfillment,False,,,,,Colombia,Antioquia,Medellín,,,5,,Nuevo,7,1,1,1,Aleta Tiburón
MCO593194254,MCO,Exploradoras Chevrolet Aveo Sedan Gti-five 2006 A 2014,185000,,COP,1,50,buy_it_now,gold_special,2041-09-12T04:11:33.000Z,new,https://articulo.mercadolibre.com.co/MCO-593194254-exploradoras-chevrolet-aveo-sedan-gti-five-2006-a-2014-_JM,http://http2.mlstatic.com/D_616946-MCO43984261166_112020-I.jpg,616946-MCO43984261166_112020,True,,MCO433655,,MCO-FOG_LIGHTS,,47,True,,,,,,268688788,,,False,False,,MCO593194254,"[{'id': '10', 'type': 'standard', 'amount': 185000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-02-16T16:52:33Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '6', 'type': 'promotion', 'amount': 154800, 'regular_amount': 172000, 'currency_id': 'COP', 'last_updated': '2021-09-17T04:14:50Z', 'conditions': {'context_restrictions': ['channel_mshops'], 'start_time': '2021-09-16T04:00:00Z', 'end_time': '2021-09-30T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': 'INDIVIDUAL-MCO593194254-202109170014501450:MCO593194254', 'promotion_type': 'custom'}}]",{'display_currency': 'COP'},[],[],[],36,5138.89,0,COP,CO-CUN,Cundinamarca,TUNPQ1NPQTZlMjkx,Soacha,True,me2,['mandatory_free_shipping'],xd_drop_off,False,,,,,Colombia,Cundinamarca,Soacha,,,2,Carri,Nuevo,6,1,1,1,
MCO475785016,MCO,Juego 4 Tapas Rin 14 Accesorios Carro Lujos Copas Rin Cocas,162000,,COP,1,200,buy_it_now,gold_special,2038-06-26T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-475785016-juego-4-tapas-rin-14-accesorios-carro-lujos-copas-rin-cocas-_JM,http://http2.mlstatic.com/D_651508-MCO27669939015_072018-I.jpg,651508-MCO27669939015_072018,True,,MCO116350,,MCO-AUTOMOTIVE_EMBLEMS,,46,True,,,,,,95716649,,,False,False,,MCO475785016,"[{'id': '15', 'type': 'standard', 'amount': 162000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-11-17T00:58:20Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,4500.0,0,COP,CO-ANT,Antioquia,TUNPQ01FRGRjNjc4,Medellín,True,me2,"['fulfillment', 'mandatory_free_shipping']",fulfillment,False,,,,,Colombia,Antioquia,Medellín,,,5,,Nuevo,7,1,1,1,
MCO457538731,MCO,Limpiador Lavado Interno De Motor Liqui Moly 300cc,35000,,COP,250,500,buy_it_now,gold_special,2040-07-12T22:08:55.000Z,new,https://articulo.mercadolibre.com.co/MCO-457538731-limpiador-lavado-interno-de-motor-liqui-moly-300cc-_JM,http://http2.mlstatic.com/D_736956-MCO41036011364_032020-I.jpg,736956-MCO41036011364_032020,True,,MCO87917,,MCO-LIGHT_VEHICLE_PARTS,,45,True,,,,,,31508529,,,False,False,,MCO457538731,"[{'id': '2', 'type': 'standard', 'amount': 35000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-01-26T01:03:34Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,972.22,0,COP,CO-DC,Bogotá D.C.,TUNPQ1BVRTg0NTU0,Puente Aranda,False,me2,['self_service_in'],cross_docking,False,,,,,Colombia,Bogotá D.C.,Puente Aranda,,,4,Liqui Moly,Nuevo,5,0,1,1,
MCO591144825,MCO,Varilla Aceite Logan Sandero Duster Kangoo 16 Válvulas ,22900,,COP,1,150,buy_it_now,gold_pro,2040-10-18T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-591144825-varilla-aceite-logan-sandero-duster-kangoo-16-valvulas-_JM,http://http2.mlstatic.com/D_704995-MCO46337279709_062021-I.jpg,704995-MCO46337279709_062021,True,,MCO165953,,MCO-ENGINE_OIL_DIPSTICKS,,44,True,,,,,,46210745,,,False,False,,MCO591144825,"[{'id': '1', 'type': 'standard', 'amount': 22900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-04-28T01:30:51Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,1908.33,0,COP,CO-DC,Bogotá D.C.,TUNPQ1JBRjkyNTA2,Rafael Uribe Uribe,False,me2,['self_service_in'],cross_docking,False,,,,,Colombia,Bogotá D.C.,Rafael Uribe Uribe,,,4,Renault,Nuevo,6,1,1,1,
MCO466485499,MCO,"Cinta Airbag Nissan Sentra, Tiida, Frontier, Qashqai Y Otros",139500,,COP,1,250,buy_it_now,gold_pro,2038-11-24T16:25:41.000Z,new,https://articulo.mercadolibre.com.co/MCO-466485499-cinta-airbag-nissan-sentra-tiida-frontier-qashqai-y-otros-_JM,http://http2.mlstatic.com/D_951610-MCO31111446303_062019-I.jpg,951610-MCO31111446303_062019,True,,MCO165958,,MCO-AIRBAGS,,43,True,,,,,,63654966,,,False,False,,MCO466485499,"[{'id': 'e6ddf89d-70a7-4082-9df3-9a0a2ae674b0', 'type': 'standard', 'amount': 139500, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2020-09-02T22:18:44Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,11625.0,0,COP,CO-CUN,Cundinamarca,TUNPQ01BRDcyNTRi,Madrid,True,me2,"['fulfillment', 'mandatory_free_shipping']",fulfillment,False,,,,,Colombia,Cundinamarca,Madrid,,,4,Nissan,Nuevo,8,1,1,1,
MCO610862913,MCO,Burlete Puertas Y Ventanas Negro 10metros 18mmx5mm Espuma Vi,22908,,COP,1,150,buy_it_now,gold_pro,2041-03-02T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-610862913-burlete-puertas-y-ventanas-negro-10metros-18mmx5mm-espuma-vi-_JM,http://http2.mlstatic.com/D_685135-MCO44583368169_012021-I.jpg,685135-MCO44583368169_012021,True,24900,MCO442191,,MCO-AUTOMOTIVE_WEATHERSTRIPS,,42,True,,,,,,122023704,,,False,False,,MCO610862913,"[{'id': '1', 'type': 'standard', 'amount': 24900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-03-07T23:24:12Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '16', 'type': 'promotion', 'amount': 21912, 'regular_amount': 24900, 'currency_id': 'COP', 'last_updated': '2022-02-12T20:10:30Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-12T20:09:29Z', 'end_time': '2022-03-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'P-MCO4356001', 'promotion_id': 'MCO610862913-238bb3c5-7c26-451d-867b-8c7e84290450', 'promotion_type': 'marketplace_campaign', 'discount_meli_amount': 996, 'campaign_discount_percentage': 12, 'campaign_end_date': '2022-03-01T04:00:00Z', 'order_item_price': 22908}}]",{'display_currency': 'COP'},[],[],[],12,1909.0,0,COP,CO-DC,Bogotá D.C.,TUNPQ1VTQTY3MTQ1,Usaquén,False,me2,['fulfillment'],fulfillment,False,,,,,Colombia,Bogotá D.C.,Usaquén,,,5,Burlete,Nuevo,7,1,1,1,
MCO577028929,MCO,Manija Elevavidrio Chevrolet Sprint ,9405,,COP,1,150,buy_it_now,gold_special,2041-11-18T18:28:07.000Z,new,https://articulo.mercadolibre.com.co/MCO-577028929-manija-elevavidrio-chevrolet-sprint-_JM,http://http2.mlstatic.com/D_777187-MCO43158903647_082020-O.jpg,777187-MCO43158903647_082020,True,9900,MCO430259,,MCO-AUTOMOTIVE_WINDOW_CRANK_HANDLES,,41,False,,,,,,61887278,,,False,False,,MCO577028929,"[{'id': 'd0d3012d-fb77-4d6f-9a69-0456716300a9', 'type': 'standard', 'amount': 9900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2020-08-27T03:59:22Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '17', 'type': 'promotion', 'amount': 9405, 'regular_amount': 9900, 'currency_id': 'COP', 'last_updated': '2022-02-09T23:06:08Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-07T04:30:00Z', 'end_time': '2022-02-21T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO4056', 'promotion_id': 'MCO4056', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,261.25,0,COP,CO-DC,Bogotá D.C.,TUNPQ1RVTjE0ODY0,Tunjuelito,False,me2,"['fulfillment', 'self_service_in']",fulfillment,False,,,,,Colombia,Bogotá D.C.,Tunjuelito,,,3,ICP,Nuevo,7,1,1,1,
