id,site_id,title,price,sale_price,currency_id,available_quantity,sold_quantity,buying_mode,listing_type_id,stop_time,condition,permalink,thumbnail,thumbnail_id,accepts_mercadopago,original_price,category_id,official_store_id,domain_id,catalog_product_id,order_backend,use_thumbnail_id,offer_score,offer_share,match_score,winner_item_id,melicoin,seller_id,seller_permalink,seller_registration_date,seller_car_dealer,seller_real_estate_agency,seller_tags,prices_id,prices_prices,prices_presentation,prices_payment_method_prices,prices_reference_prices,prices_purchase_discounts,installments_quantity,installments_amount,installments_rate,installments_currency_id,address_state_id,address_state_name,address_city_id,address_city_name,shipping_free_shipping,shipping_mode,shipping_tags,shipping_logistic_type,shipping_store_pick_up,seller_address_id,seller_address_comment,seller_address_address_line,seller_address_zip_code,seller_address_country_name,seller_address_state_name,seller_address_city_name,seller_address_latitude,seller_address_longitude,NUM_ATTRIBUTEs,ITEM_CONDITION,MODEL,num_tags,best_seller_candidate,loyalty_discount_eligible,good_quality_picture,BRAND
MCO617270669,MCO,Mug De Vidrio Insulado Doble Pared Para Café,39900,,COP,1,50,buy_it_now,gold_special,2041-10-28T13:53:28.000Z,new,https://articulo.mercadolibre.com.co/MCO-617270669-mug-de-vidrio-insulado-doble-pared-para-cafe-_JM,http://http2.mlstatic.com/D_922617-MCO45599329069_042021-I.jpg,922617-MCO45599329069_042021,True,,MCO166167,,MCO-MUGS,,50,True,,,,,,24840669,,,False,False,,MCO617270669,"[{'id': '1', 'type': 'standard', 'amount': 39900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-04-16T17:53:42Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,1108.33,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NVQjUzNzQ4,Suba,False,me2,['fulfillment'],fulfillment,False,,,,,Colombia,Bogotá D.C.,Suba,,,6,Nuevo,KFK-321,7,1,1,1,
MCO604796744,MCO,Copa Champaña Aragon Fiestas Cristar,7000,,COP,100,200,buy_it_now,gold_pro,2041-01-24T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-604796744-copa-champana-aragon-fiestas-cristar-_JM,http://http2.mlstatic.com/D_864317-MCO44755270648_012021-O.jpg,864317-MCO44755270648_012021,True,,MCO166165,,MCO-DRINKING_GLASSES,,49,False,,,,,,179085534,,,False,False,,MCO604796744,"[{'id': '4', 'type': 'standard', 'amount': 7000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-11-16T21:17:34Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,583.33,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NVQjUzNzQ4,Suba,False,me2,['self_service_in'],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Suba,,,7,Nuevo,Champaña,6,1,1,1,Cristar
MCO573991964,MCO,Juego De Cubiertos Portátil 4 Piezas  Tramontina 61229000,34900,,COP,1,250,buy_it_now,gold_pro,2042-01-08T16:29:28.000Z,new,https://articulo.mercadolibre.com.co/MCO-573991964-juego-de-cubiertos-portatil-4-piezas-tramontina-61229000-_JM,http://http2.mlstatic.com/D_889287-MCO42960566831_072020-I.jpg,889287-MCO42960566831_072020,True,,MCO441432,,MCO-KITCHEN_SUPPLIES,,48,True,,,,,,270412803,,,False,False,,MCO573991964,"[{'id': '51', 'type': 'standard', 'amount': 34900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-01-25T03:50:01Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,2908.33,0,COP,CO-DC,Bogotá D.C.,TUNPQ0ZPTjcyNzAz,Fontibón,False,me2,"['fulfillment', 'self_service_out']",fulfillment,False,,,,,Colombia,Bogotá D.C.,Fontibón,,,5,Nuevo,61229000,5,0,0,1,Tramontina
MCO562717997,MCO,Vajilla Corona Dinka 4 Puestos 16 Piezas,139900,,COP,1,250,buy_it_now,gold_special,2040-06-12T21:28:25.000Z,new,https://articulo.mercadolibre.com.co/MCO-562717997-vajilla-corona-dinka-4-puestos-16-piezas-_JM,http://http2.mlstatic.com/D_927328-MCO41840499428_052020-O.jpg,927328-MCO41840499428_052020,True,,MCO166169,,MCO-TABLEWARE_SETS,,47,False,,,,,,67410301,,,False,False,,MCO562717997,"[{'id': '5', 'type': 'standard', 'amount': 139900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-13T20:52:10Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '5', 'type': 'standard', 'amount': 125000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-09-17T23:06:48Z', 'conditions': {'context_restrictions': ['channel_mshops'], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,3886.11,0,COP,CO-DC,Bogotá D.C.,TUNPQ1BVRTg0NTU0,Puente Aranda,True,me2,"['fulfillment', 'self_service_out', 'mandatory_free_shipping']",fulfillment,False,,,,,Colombia,Bogotá D.C.,Puente Aranda,,,3,Nuevo,Dinka,8,1,1,1,Corona
MCO603487952,MCO,Juego De Cubiertos Tramontina 24 Piezas Acero Inoxidable,68900,,COP,1,50,buy_it_now,gold_pro,2041-01-17T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-603487952-juego-de-cubiertos-tramontina-24-piezas-acero-inoxidable-_JM,http://http2.mlstatic.com/D_787425-MCO44681059855_012021-O.jpg,787425-MCO44681059855_012021,True,,MCO441433,,MCO-FLATWARE_SETS,,46,False,,,,,,170121574,,,False,False,,MCO603487952,"[{'id': '15', 'type': 'standard', 'amount': 68900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-02-03T20:09:20Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,5741.67,0,COP,CO-DC,Bogotá D.C.,TUNPQ1JBRjkyNTA2,Rafael Uribe Uribe,False,me2,['self_service_in'],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Rafael Uribe Uribe,,,4,Nuevo,Brisa,5,1,0,1,Tramontina
MCO585338519,MCO,Vajilla Corona Sakura 4-16,89900,,COP,1,25,buy_it_now,gold_pro,2040-09-23T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-585338519-vajilla-corona-sakura-4-16-_JM,http://http2.mlstatic.com/D_974039-MCO43610811372_092020-I.jpg,974039-MCO43610811372_092020,True,,MCO166169,,MCO-TABLEWARE_SETS,,45,True,,,,,,72694044,,,False,False,,MCO585338519,"[{'id': '2', 'type': 'standard', 'amount': 89900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-11-20T22:57:40Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,7491.67,0,COP,CO-DC,Bogotá D.C.,TUNPQ1RFVTY1OTk1,Teusaquillo,True,me2,"['self_service_in', 'fs_threshold_mco_change_apr2021', 'fs_threshold_mco_change_jul2021', 'mandatory_free_shipping']",xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Teusaquillo,,,3,Nuevo,sakura,5,0,1,1,Corona
MCO593758492,MCO,Casuela Barro Con Canasta Plato Taza,13800,,COP,1,500,buy_it_now,gold_pro,2040-11-04T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-593758492-casuela-barro-con-canasta-plato-taza-_JM,http://http2.mlstatic.com/D_687573-MCO44032775961_112020-I.jpg,687573-MCO44032775961_112020,True,,MCO166166,,MCO-DISHES_PLATES,,44,True,,,,,,304621565,,,False,False,,MCO593758492,"[{'id': '30', 'type': 'standard', 'amount': 13800, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-02-12T14:38:26Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,1150.0,0,COP,CO-DC,Bogotá D.C.,TUNPQ1VTQTY3MTQ1,Usaquén,False,me2,"['fulfillment', 'self_service_in']",fulfillment,False,,,,,Colombia,Bogotá D.C.,Usaquén,,,8,Nuevo,Cazuela con canasto,5,0,0,1,Artesanía Colombiana
MCO573662909,MCO,Juego X 3 Cuchillos De Mesa Leme Negro Tramontina 23180/304,14900,,COP,1,250,buy_it_now,gold_pro,2042-01-08T16:29:28.000Z,new,https://articulo.mercadolibre.com.co/MCO-573662909-juego-x-3-cuchillos-de-mesa-leme-negro-tramontina-23180304-_JM,http://http2.mlstatic.com/D_937652-MCO42937750856_072020-O.jpg,937652-MCO42937750856_072020,True,,MCO116374,,MCO-KITCHEN_KNIVES,,43,False,,,,,,270412803,,,False,False,,MCO573662909,"[{'id': '16', 'type': 'standard', 'amount': 14900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-10-18T20:08:08Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '48', 'type': 'promotion', 'amount': 12218, 'regular_amount': 14900, 'currency_id': 'COP', 'last_updated': '2022-02-09T19:26:25Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-13T11:00:00Z', 'end_time': '2022-02-13T17:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1592952-MCO573662909', 'promotion_type': 'lightning'}}]",{'display_currency': 'COP'},[],[],[],12,1241.67,0,COP,CO-DC,Bogotá D.C.,TUNPQ0ZPTjcyNzAz,Fontibón,False,me2,"['fulfillment', 'self_service_out']",fulfillment,False,,,,,Colombia,Bogotá D.C.,Fontibón,,,5,Nuevo,23180/304,7,1,1,1,Tramontina
MCO820965674,MCO,Vajilla Corona Alegria Latina ,109000,,COP,1,5,buy_it_now,gold_special,2041-10-09T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-820965674-vajilla-corona-alegria-latina-_JM,http://http2.mlstatic.com/D_921319-MCO47873003027_102021-O.jpg,921319-MCO47873003027_102021,True,,MCO166169,,MCO-TABLEWARE_SETS,,42,False,,,,,,228730160,,,False,False,,MCO820965674,"[{'id': '2', 'type': 'standard', 'amount': 109000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-10-24T23:27:40Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '4', 'type': 'promotion', 'amount': 103550, 'regular_amount': 109000, 'currency_id': 'COP', 'last_updated': '2021-12-19T03:02:28Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-12-18T05:00:00Z', 'end_time': '2021-12-25T04:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1342862-MCO820965674', 'promotion_type': 'custom'}}]",{'display_currency': 'COP'},[],[],[],36,3027.78,0,COP,CO-DC,Bogotá D.C.,TUNPQ0JPUzQwMzcw,Bosa,True,me2,"['self_service_in', 'mandatory_free_shipping']",cross_docking,False,,,,,Colombia,Bogotá D.C.,Bosa,,,3,Nuevo,Alegria Latina,6,1,1,1,Corona
MCO597563796,MCO,Mug Pocillo Mágico Personalizado,19900,,COP,1,500,buy_it_now,gold_pro,2040-12-01T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-597563796-mug-pocillo-magico-personalizado-_JM,http://http2.mlstatic.com/D_699784-MCO48306037859_112021-I.jpg,699784-MCO48306037859_112021,True,,MCO166167,,MCO-MUGS,,41,True,,,,,,291088293,,,False,False,,MCO597563796,"[{'id': '11', 'type': 'standard', 'amount': 19900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-02-15T21:35:42Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '8', 'type': 'promotion', 'amount': 17005, 'regular_amount': 17900, 'currency_id': 'COP', 'last_updated': '2021-07-23T23:31:11Z', 'conditions': {'context_restrictions': [], 'start_time': '2021-07-23T05:00:00Z', 'end_time': '2021-07-29T04:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '356082-MCO597563796', 'promotion_type': 'custom'}}]",{'display_currency': 'COP'},[],[],[],12,1658.33,0,COP,CO-DC,Bogotá D.C.,TUNPQ1JBRjkyNTA2,Rafael Uribe Uribe,False,me2,[],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Rafael Uribe Uribe,,,4,Nuevo,Regalo navidad / cumpleaños Personalizable Taza Mágica,5,1,0,1,
