id,site_id,title,price,sale_price,currency_id,available_quantity,sold_quantity,buying_mode,listing_type_id,stop_time,condition,permalink,thumbnail,thumbnail_id,accepts_mercadopago,original_price,category_id,official_store_id,domain_id,catalog_product_id,order_backend,use_thumbnail_id,offer_score,offer_share,match_score,winner_item_id,melicoin,seller_id,seller_permalink,seller_registration_date,seller_car_dealer,seller_real_estate_agency,seller_tags,prices_id,prices_prices,prices_presentation,prices_payment_method_prices,prices_reference_prices,prices_purchase_discounts,installments_quantity,installments_amount,installments_rate,installments_currency_id,address_state_id,address_state_name,address_city_id,address_city_name,shipping_free_shipping,shipping_mode,shipping_tags,shipping_logistic_type,shipping_store_pick_up,seller_address_id,seller_address_comment,seller_address_address_line,seller_address_zip_code,seller_address_country_name,seller_address_state_name,seller_address_city_name,seller_address_latitude,seller_address_longitude,NUM_ATTRIBUTEs,BRAND,ITEM_CONDITION,num_tags,best_seller_candidate,loyalty_discount_eligible,good_quality_picture
MCO502724891,MCO,Cera Moldeadora Gel Fijador Barba Barbershop Bigote Bosley,21300,,COP,200,500,buy_it_now,gold_special,2039-01-29T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-502724891-cera-moldeadora-gel-fijador-barba-barbershop-bigote-bosley-_JM,http://http2.mlstatic.com/D_919357-MCO29325186259_022019-I.jpg,919357-MCO29325186259_022019,True,,MCO1266,,MCO-HAIR_TREATMENTS,,50,True,,,,,,198853673,,,False,False,,MCO502724891,"[{'id': '7', 'type': 'standard', 'amount': 21300, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-01-26T21:15:25Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '10', 'type': 'standard', 'amount': 19845, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-02-07T21:45:26Z', 'conditions': {'context_restrictions': ['channel_mshops'], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '9', 'type': 'promotion', 'amount': 17955, 'regular_amount': 18900, 'currency_id': 'COP', 'last_updated': '2022-02-02T21:08:05Z', 'conditions': {'context_restrictions': ['channel_mshops'], 'start_time': '2022-02-02T21:07:10Z', 'end_time': '2022-02-07T04:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': 'TR-198853673-2022020217080282:MCO502724891', 'promotion_type': 'custom'}}]",{'display_currency': 'COP'},[],[],[],36,591.67,0,COP,CO-DC,Bogotá D.C.,TUNPQ0FOVDMyNjIx,Antonio Nariño,False,me2,['self_service_in'],cross_docking,False,,,,,Colombia,Bogotá D.C.,Antonio Nariño,,,4,Bosley Barbershop,Nuevo,5,0,0,1
MCO598580486,MCO,Tratamiento De Jengibre Para Caida Y Crecimiento Del Cabello,39999,,COP,1,50,buy_it_now,gold_special,2040-12-10T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-598580486-tratamiento-de-jengibre-para-caida-y-crecimiento-del-cabello-_JM,http://http2.mlstatic.com/D_937786-MCO44341987840_122020-I.jpg,937786-MCO44341987840_122020,True,,MCO1266,,MCO-HAIR_TREATMENTS,,49,True,,,,,,195889150,,,False,False,,MCO598580486,"[{'id': '1', 'type': 'standard', 'amount': 39999, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-01-25T12:16:10Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,1111.08,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NVQjUzNzQ4,Suba,False,me2,[],cross_docking,False,,,,,Colombia,Bogotá D.C.,Suba,,,5,BOQIAN,Nuevo,5,0,1,1
MCO623955261,MCO,Recamier Trat. Keratina Paso 2,243800,,COP,1,50,buy_it_now,gold_special,2041-07-19T15:31:41.000Z,new,https://articulo.mercadolibre.com.co/MCO-623955261-recamier-trat-keratina-paso-2-_JM,http://http2.mlstatic.com/D_710872-MCO46025383002_052021-I.jpg,710872-MCO46025383002_052021,True,265000,MCO1266,,MCO-HAIR_TREATMENTS,,48,True,,,,,,655787052,,,False,False,,MCO623955261,"[{'id': '1', 'type': 'standard', 'amount': 265000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-05-15T22:04:23Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '75', 'type': 'promotion', 'amount': 243800, 'regular_amount': 265000, 'currency_id': 'COP', 'last_updated': '2022-02-01T01:41:54Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}, {'id': '76', 'type': 'promotion', 'amount': 243800, 'regular_amount': 265000, 'currency_id': 'COP', 'last_updated': '2022-02-01T01:41:54Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-20T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO4001', 'promotion_id': 'MCO4001', 'promotion_type': 'campaign'}}, {'id': '77', 'type': 'promotion', 'amount': 243800, 'regular_amount': 265000, 'currency_id': 'COP', 'last_updated': '2022-02-01T01:41:54Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-23T04:30:00Z', 'end_time': '2023-01-01T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3976', 'promotion_id': 'MCO3976', 'promotion_type': 'campaign'}}, {'id': '78', 'type': 'promotion', 'amount': 225250, 'regular_amount': 265000, 'currency_id': 'COP', 'last_updated': '2022-02-01T01:41:54Z', 'conditions': {'context_restrictions': ['buyer_loyalty_3'], 'start_time': '2022-01-23T04:30:00Z', 'end_time': '2023-01-01T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3976', 'promotion_id': 'MCO3976', 'promotion_type': 'campaign'}}, {'id': '79', 'type': 'promotion', 'amount': 225250, 'regular_amount': 265000, 'currency_id': 'COP', 'last_updated': '2022-02-01T01:41:54Z', 'conditions': {'context_restrictions': ['buyer_loyalty_4'], 'start_time': '2022-01-23T04:30:00Z', 'end_time': '2023-01-01T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3976', 'promotion_id': 'MCO3976', 'promotion_type': 'campaign'}}, {'id': '80', 'type': 'promotion', 'amount': 225250, 'regular_amount': 265000, 'currency_id': 'COP', 'last_updated': '2022-02-01T01:41:54Z', 'conditions': {'context_restrictions': ['buyer_loyalty_5'], 'start_time': '2022-01-23T04:30:00Z', 'end_time': '2023-01-01T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3976', 'promotion_id': 'MCO3976', 'promotion_type': 'campaign'}}, {'id': '81', 'type': 'promotion', 'amount': 225250, 'regular_amount': 265000, 'currency_id': 'COP', 'last_updated': '2022-02-01T01:41:54Z', 'conditions': {'context_restrictions': ['buyer_loyalty_6'], 'start_time': '2022-01-23T04:30:00Z', 'end_time': '2023-01-01T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3976', 'promotion_id': 'MCO3976', 'promotion_type': 'campaign'}}, {'id': '82', 'type': 'promotion', 'amount': 251750, 'regular_amount': 265000, 'currency_id': 'COP', 'last_updated': '2022-02-01T01:41:54Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-23T04:30:00Z', 'end_time': '2023-01-01T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3977', 'promotion_id': 'MCO3977', 'promotion_type': 'campaign'}}, {'id': '83', 'type': 'promotion', 'amount': 238500, 'regular_amount': 265000, 'currency_id': 'COP', 'last_updated': '2022-02-01T01:41:54Z', 'conditions': {'context_restrictions': ['buyer_loyalty_3'], 'start_time': '2022-01-23T04:30:00Z', 'end_time': '2023-01-01T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3977', 'promotion_id': 'MCO3977', 'promotion_type': 'campaign'}}, {'id': '84', 'type': 'promotion', 'amount': 238500, 'regular_amount': 265000, 'currency_id': 'COP', 'last_updated': '2022-02-01T01:41:54Z', 'conditions': {'context_restrictions': ['buyer_loyalty_4'], 'start_time': '2022-01-23T04:30:00Z', 'end_time': '2023-01-01T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3977', 'promotion_id': 'MCO3977', 'promotion_type': 'campaign'}}, {'id': '85', 'type': 'promotion', 'amount': 238500, 'regular_amount': 265000, 'currency_id': 'COP', 'last_updated': '2022-02-01T01:41:54Z', 'conditions': {'context_restrictions': ['buyer_loyalty_5'], 'start_time': '2022-01-23T04:30:00Z', 'end_time': '2023-01-01T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3977', 'promotion_id': 'MCO3977', 'promotion_type': 'campaign'}}, {'id': '86', 'type': 'promotion', 'amount': 238500, 'regular_amount': 265000, 'currency_id': 'COP', 'last_updated': '2022-02-01T01:41:54Z', 'conditions': {'context_restrictions': ['buyer_loyalty_6'], 'start_time': '2022-01-23T04:30:00Z', 'end_time': '2023-01-01T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3977', 'promotion_id': 'MCO3977', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,6772.22,0,COP,CO-ANT,Antioquia,TUNPQ01FRGRjNjc4,Medellín,True,me2,['mandatory_free_shipping'],cross_docking,False,,,,,Colombia,Antioquia,Medellín,,,7,Salon In,Nuevo,5,0,1,1
MCO580570216,MCO,Fibras Capilares Queratina 27.5gr. Toppik,28000,,COP,100,250,buy_it_now,gold_pro,2040-08-28T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-580570216-fibras-capilares-queratina-275gr-toppik-_JM,http://http2.mlstatic.com/D_851895-MCO44300990845_122020-O.jpg,851895-MCO44300990845_122020,True,,MCO1266,,MCO-HAIR_TREATMENTS,,47,False,,,,,,455037891,,,False,False,,MCO580570216,"[{'id': '5', 'type': 'standard', 'amount': 28000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-17T14:04:43Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '4', 'type': 'promotion', 'amount': 20700, 'regular_amount': 23000, 'currency_id': 'COP', 'last_updated': '2021-07-27T17:44:26Z', 'conditions': {'context_restrictions': [], 'start_time': '2021-07-31T17:00:00Z', 'end_time': '2021-07-31T23:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '370672-MCO580570216', 'promotion_type': 'lightning'}}]",{'display_currency': 'COP'},[],[],[],12,2333.33,0,COP,CO-DC,Bogotá D.C.,TUNPQ1JBRjkyNTA2,Rafael Uribe Uribe,False,me2,['self_service_in'],cross_docking,False,,,,,Colombia,Bogotá D.C.,Rafael Uribe Uribe,,,5,Toppik,Nuevo,5,0,1,1
MCO623604353,MCO,Kit Keratina Litro Braziliss De Recamier,357105,,COP,1,50,buy_it_now,gold_special,2041-05-09T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-623604353-kit-keratina-litro-braziliss-de-recamier-_JM,http://http2.mlstatic.com/D_999791-MCO46010430677_052021-I.jpg,999791-MCO46010430677_052021,True,375900,MCO1266,,MCO-HAIR_TREATMENTS,,46,True,,,,,,655787052,,,False,False,,MCO623604353,"[{'id': '5', 'type': 'standard', 'amount': 375900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-08-23T18:28:27Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '9', 'type': 'promotion', 'amount': 357105, 'regular_amount': 375900, 'currency_id': 'COP', 'last_updated': '2022-01-28T18:27:07Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-20T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO4001', 'promotion_id': 'MCO4001', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,9919.58,0,COP,CO-ANT,Antioquia,TUNPQ01FRGRjNjc4,Medellín,True,me2,['mandatory_free_shipping'],cross_docking,False,,,,,Colombia,Antioquia,Medellín,,,4,RECAMIER,Nuevo,5,0,1,1
MCO532284150,MCO,Gel Della Cera Effectto Humedo Tec Italy 280gr,38100,,COP,1,200,buy_it_now,gold_special,2040-08-30T17:36:55.000Z,new,https://articulo.mercadolibre.com.co/MCO-532284150-gel-della-cera-effectto-humedo-tec-italy-280gr-_JM,http://http2.mlstatic.com/D_872569-MCO31992678863_082019-I.jpg,872569-MCO31992678863_082019,True,,MCO1266,,MCO-HAIR_TREATMENTS,,45,True,,,,,,149996738,,,False,False,,MCO532284150,"[{'id': '7', 'type': 'standard', 'amount': 38100, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-29T02:22:51Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '6', 'type': 'standard', 'amount': 37900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-29T02:22:51Z', 'conditions': {'context_restrictions': ['channel_mshops'], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,1058.33,0,COP,CO-DC,Bogotá D.C.,TUNPQ1BVRTg0NTU0,Puente Aranda,False,me2,"['fulfillment', 'self_service_in']",fulfillment,False,,,,,Colombia,Bogotá D.C.,Puente Aranda,,,7,Tec Italy,Nuevo,8,0,1,1
MCO568916812,MCO,Aceite Moroccanoil Argan Para Todo Tipo De Cabello 25ml,71000,,COP,1,250,buy_it_now,gold_special,2040-06-27T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-568916812-aceite-moroccanoil-argan-para-todo-tipo-de-cabello-25ml-_JM,http://http2.mlstatic.com/D_631803-MCO42848934170_072020-I.jpg,631803-MCO42848934170_072020,True,,MCO1266,,MCO-HAIR_TREATMENTS,,44,True,,,,,,304779348,,,False,False,,MCO568916812,"[{'id': '2', 'type': 'standard', 'amount': 71000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-01-16T14:30:38Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,1972.22,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NBTjkyOTU1,Santa Fe,True,me2,"['self_service_in', 'fs_threshold_mco_change_apr2021', 'fs_threshold_mco_change_jul2021', 'mandatory_free_shipping']",cross_docking,False,,,,,Colombia,Bogotá D.C.,Santa Fe,,,7,Moroccanoil,Nuevo,4,0,0,1
MCO601841791,MCO,"Tónico Crecimiento Cabello, Barba Y Bigote Hombre",30900,,COP,1,100,buy_it_now,gold_special,2041-01-09T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-601841791-tonico-crecimiento-cabello-barba-y-bigote-hombre-_JM,http://http2.mlstatic.com/D_740517-MCO44642955491_012021-I.jpg,740517-MCO44642955491_012021,True,,MCO1266,,MCO-HAIR_TREATMENTS,,43,True,,,,,,471857776,,,False,False,,MCO601841791,"[{'id': '1', 'type': 'standard', 'amount': 30900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-01-14T22:42:59Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '15', 'type': 'promotion', 'amount': 29355, 'regular_amount': 30900, 'currency_id': 'COP', 'last_updated': '2022-02-15T02:36:00Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-17T23:00:00Z', 'end_time': '2022-02-18T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1619154-MCO601841791', 'promotion_type': 'lightning'}}]",{'display_currency': 'COP'},[],[],[],36,858.33,0,COP,CO-VAC,Valle Del Cauca,TUNPQ0NBTDYyZDA0,Cali,False,me2,['fulfillment'],fulfillment,False,,,,,Colombia,Valle Del Cauca,Cali,,,7,COSMENATURAL,Nuevo,7,0,1,1
MCO464090677,MCO,"Toppik Fibras Capilares Caboki, Dexe, Calvicie Keratina 27.5",24500,,COP,50,500,buy_it_now,gold_pro,2041-06-07T00:28:56.000Z,new,https://articulo.mercadolibre.com.co/MCO-464090677-toppik-fibras-capilares-caboki-dexe-calvicie-keratina-275-_JM,http://http2.mlstatic.com/D_673102-MCO47753523373_102021-O.jpg,673102-MCO47753523373_102021,True,,MCO1266,,MCO-HAIR_TREATMENTS,,42,False,,,,,,140897772,,,False,False,,MCO464090677,"[{'id': '5', 'type': 'standard', 'amount': 24500, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-02-15T20:09:49Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '4', 'type': 'promotion', 'amount': 26600, 'regular_amount': 28000, 'currency_id': 'COP', 'last_updated': '2022-01-23T04:31:02Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-23T04:30:00Z', 'end_time': '2023-01-01T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3977', 'promotion_id': 'MCO3977', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],12,2041.67,0,COP,CO-CUN,Cundinamarca,TUNPQ0NBSmUwZTcz,Cajicá,False,me2,[],xd_drop_off,False,,,,,Colombia,Cundinamarca,Cajicá,,,5,Toppik,Nuevo,5,0,1,1
MCO536139887,MCO,Spray  Got2b Glued Blasting Freeze Schwarzkopf,35900,,COP,1,250,buy_it_now,gold_special,2039-11-16T01:07:05.000Z,new,https://articulo.mercadolibre.com.co/MCO-536139887-spray-got2b-glued-blasting-freeze-schwarzkopf-_JM,http://http2.mlstatic.com/D_810229-MCO48286923986_112021-I.jpg,810229-MCO48286923986_112021,True,,MCO1266,,MCO-HAIR_TREATMENTS,,41,True,,,,,,149996738,,,False,False,,MCO536139887,"[{'id': '6', 'type': 'standard', 'amount': 35900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-06-30T17:07:56Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '9', 'type': 'promotion', 'amount': 34105, 'regular_amount': 35900, 'currency_id': 'COP', 'last_updated': '2022-02-01T16:21:43Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-05T17:00:00Z', 'end_time': '2022-02-05T23:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1546630-MCO536139887', 'promotion_type': 'lightning'}}]",{'display_currency': 'COP'},[],[],[],36,997.22,0,COP,CO-DC,Bogotá D.C.,TUNPQ1BVRTg0NTU0,Puente Aranda,False,me2,['self_service_in'],cross_docking,False,,,,,Colombia,Bogotá D.C.,Puente Aranda,,,5,Schwarzkopf,Nuevo,5,0,1,1
