id,site_id,title,price,sale_price,currency_id,available_quantity,sold_quantity,buying_mode,listing_type_id,stop_time,condition,permalink,thumbnail,thumbnail_id,accepts_mercadopago,original_price,category_id,official_store_id,domain_id,catalog_product_id,order_backend,use_thumbnail_id,offer_score,offer_share,match_score,winner_item_id,melicoin,seller_id,seller_permalink,seller_registration_date,seller_car_dealer,seller_real_estate_agency,seller_tags,prices_id,prices_prices,prices_presentation,prices_payment_method_prices,prices_reference_prices,prices_purchase_discounts,installments_quantity,installments_amount,installments_rate,installments_currency_id,address_state_id,address_state_name,address_city_id,address_city_name,shipping_free_shipping,shipping_mode,shipping_tags,shipping_logistic_type,shipping_store_pick_up,seller_address_id,seller_address_comment,seller_address_address_line,seller_address_zip_code,seller_address_country_name,seller_address_state_name,seller_address_city_name,seller_address_latitude,seller_address_longitude,NUM_ATTRIBUTEs,BRAND,ITEM_CONDITION,num_tags,best_seller_candidate,loyalty_discount_eligible,good_quality_picture
MCO603707438,MCO,Cacho Yahtzee Juego De Mesa 4 Tatucos  Paño + 20 Dados Poker,79989,,COP,1,50,buy_it_now,gold_special,2041-01-19T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-603707438-cacho-yahtzee-juego-de-mesa-4-tatucos-pano-20-dados-poker-_JM,http://http2.mlstatic.com/D_934520-MCO43865490880_102020-I.jpg,934520-MCO43865490880_102020,True,,MCO1161,,MCO-BOARD_GAMES,,50,True,,,,,,138353657,,,False,False,,MCO603707438,"[{'id': '13', 'type': 'standard', 'amount': 79989, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-11-20T05:06:50Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,2221.92,0,COP,CO-DC,Bogotá D.C.,TUNPQ01BUjU5NzU1,Martires,True,me2,"['fulfillment', 'fs_threshold_mco_change_apr2021', 'self_service_in', 'mandatory_free_shipping']",fulfillment,False,,,,,Colombia,Bogotá D.C.,Martires,,,5,cacho,Nuevo,6,0,1,1
MCO653317488,MCO,Juego De Mesa Código Secreto Devir,111439,,COP,4,23,buy_it_now,gold_special,2041-11-15T03:10:16.000Z,new,https://www.mercadolibre.com.co/juego-de-mesa-codigo-secreto-devir/p/MCO7853901,http://http2.mlstatic.com/D_638562-MLA46521035248_062021-I.jpg,638562-MLA46521035248_062021,True,,MCO1161,1258,MCO-BOARD_GAMES,MCO7853901,49,True,,,,,,275549853,,,False,False,,MCO653317488,"[{'id': '19', 'type': 'standard', 'amount': 111439, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-02-14T13:37:28Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,3095.53,0,COP,CO-DC,Bogotá D.C.,TUNPQ0JBUjEyNTcx,Barrios Unidos,True,me2,"['self_service_in', 'mandatory_free_shipping']",cross_docking,False,,,,,Colombia,Bogotá D.C.,Barrios Unidos,,,5,Devir,Nuevo,3,0,0,1
MCO629266178,MCO,Ajedrez #2 En Madera Artesanal De 25 X 25,34200,,COP,1,50,buy_it_now,gold_special,2041-05-26T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-629266178-ajedrez-2-en-madera-artesanal-de-25-x-25-_JM,http://http2.mlstatic.com/D_700824-MCO46220102479_052021-I.jpg,700824-MCO46220102479_052021,True,,MCO1161,,MCO-BOARD_GAMES,,48,True,,,,,,36668282,,,False,False,,MCO629266178,"[{'id': '2', 'type': 'standard', 'amount': 34200, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-06-23T15:01:28Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,950.0,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NVQjUzNzQ4,Suba,False,me2,"['fulfillment', 'self_service_in']",fulfillment,False,,,,,Colombia,Bogotá D.C.,Suba,,,5,Producto Colombiano,Nuevo,7,1,1,1
MCO594766699,MCO,Juego Madera Didáctico Niños Montessori Donuts Number ,43990,,COP,1,150,buy_it_now,gold_special,2040-11-10T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-594766699-juego-madera-didactico-ninos-montessori-donuts-number-_JM,http://http2.mlstatic.com/D_643887-MCO44083264802_112020-I.jpg,643887-MCO44083264802_112020,True,,MCO1161,,MCO-BOARD_GAMES,,47,True,,,,,,355034687,,,False,False,,MCO594766699,"[{'id': '1', 'type': 'standard', 'amount': 43990, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-11-08T05:20:39Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '2', 'type': 'promotion', 'amount': 41790, 'regular_amount': 43990, 'currency_id': 'COP', 'last_updated': '2022-02-14T22:25:00Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-18T17:00:00Z', 'end_time': '2022-02-18T23:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1618546-MCO594766699', 'promotion_type': 'lightning'}}]",{'display_currency': 'COP'},[],[],[],36,1221.94,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NBTjkyOTU1,Santa Fe,False,me2,['self_service_in'],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Santa Fe,,,3,Juegos Educativos,Nuevo,5,0,1,1
MCO625435576,MCO,Juego De Mesa Dobble 5 En 1 Spot It Agilidad Mental Familiar,49900,,COP,1,50,buy_it_now,gold_special,2041-05-15T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-625435576-juego-de-mesa-dobble-5-en-1-spot-it-agilidad-mental-familiar-_JM,http://http2.mlstatic.com/D_714197-MCO48659184983_122021-I.jpg,714197-MCO48659184983_122021,True,,MCO1161,,MCO-BOARD_GAMES,MCO7858920,46,True,,,,,,132688207,,,False,False,,MCO625435576,"[{'id': '6', 'type': 'standard', 'amount': 49900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-01-16T18:13:42Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,1386.11,0,COP,CO-DC,Bogotá D.C.,TUNPQ1VTQTY3MTQ1,Usaquén,True,me2,"['fs_threshold_mco_change_jul2021', 'self_service_in']",xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Usaquén,,,3,Asmodee,Nuevo,7,1,1,1
MCO494178574,MCO,Rummy -q Caja De Fichas Juego De Mesa Rummi Original,74990,,COP,1,250,buy_it_now,gold_special,2038-11-17T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-494178574-rummy-q-caja-de-fichas-juego-de-mesa-rummi-original-_JM,http://http2.mlstatic.com/D_714587-MCO44161641640_112020-O.jpg,714587-MCO44161641640_112020,True,,MCO1161,,MCO-BOARD_GAMES,,45,False,,,,,,138353657,,,False,False,,MCO494178574,"[{'id': '11', 'type': 'standard', 'amount': 74990, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-11-20T05:06:51Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,2083.06,0,COP,CO-DC,Bogotá D.C.,TUNPQ01BUjU5NzU1,Martires,True,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",fulfillment,False,,,,,Colombia,Bogotá D.C.,Martires,,,3,Juego de Mesa,Nuevo,5,0,0,1
MCO565045768,MCO," Bolas De Cristal, Canicas, Piquis *100 Unidades ",8900,,COP,500,250,buy_it_now,gold_pro,2040-09-09T18:52:26.000Z,new,https://articulo.mercadolibre.com.co/MCO-565045768-bolas-de-cristal-canicas-piquis-100-unidades-_JM,http://http2.mlstatic.com/D_821930-MCO40878932664_022020-I.jpg,821930-MCO40878932664_022020,True,,MCO1161,,MCO-BOARD_GAMES,,44,True,,,,,,225670024,,,False,False,,MCO565045768,"[{'id': '8', 'type': 'standard', 'amount': 8900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-27T15:58:15Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,741.67,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NBTjkyOTU1,Santa Fe,False,me2,['self_service_in'],cross_docking,False,,,,,Colombia,Bogotá D.C.,Santa Fe,,,3,Haba,Nuevo,5,0,1,1
MCO839926012,MCO,Juego De Mesa Ticket To Ride Europe Days Of Wonder,219999,,COP,6,4,buy_it_now,gold_special,2041-12-02T04:00:00.000Z,new,https://www.mercadolibre.com.co/juego-de-mesa-ticket-to-ride-europe-days-of-wonder/p/MCO16166877,http://http2.mlstatic.com/D_820630-MLA46521726840_062021-I.jpg,820630-MLA46521726840_062021,True,,MCO1161,,MCO-BOARD_GAMES,MCO16166877,43,True,,,,,,87841979,,,False,False,,MCO839926012,"[{'id': '2', 'type': 'standard', 'amount': 219999, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-02-11T18:50:36Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,6111.08,0,COP,CO-DC,Bogotá D.C.,TUNPQ0tFTjQyODYy,Kennedy,True,me2,['mandatory_free_shipping'],cross_docking,False,,,,,Colombia,Bogotá D.C.,Kennedy,,,3,Days of Wonder,Nuevo,3,0,0,1
MCO598160634,MCO,Juego Bingo Balotera 90 Números 48 Cartones Familiar 865,31990,,COP,1,50,buy_it_now,gold_special,2040-12-06T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-598160634-juego-bingo-balotera-90-numeros-48-cartones-familiar-865-_JM,http://http2.mlstatic.com/D_606629-MCO47500921848_092021-I.jpg,606629-MCO47500921848_092021,True,,MCO1161,,MCO-BOARD_GAMES,,42,True,,,,,,101136210,,,False,False,,MCO598160634,"[{'id': '4', 'type': 'standard', 'amount': 31990, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-10-29T05:19:21Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '5', 'type': 'promotion', 'amount': 30390, 'regular_amount': 31990, 'currency_id': 'COP', 'last_updated': '2021-11-18T21:13:41Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-11-22T17:00:00Z', 'end_time': '2021-11-22T23:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1100414-MCO598160634', 'promotion_type': 'lightning'}}]",{'display_currency': 'COP'},[],[],[],36,888.61,0,COP,CO-DC,Bogotá D.C.,TUNPQ01BUjU5NzU1,Martires,False,me2,['self_service_in'],cross_docking,False,,,,,Colombia,Bogotá D.C.,Martires,,,5,Tutu toys,Nuevo,5,0,1,1
MCO603862591,MCO,Catapiz Metálico Juego Mesa De Jazz Juguete Didáctico Famili,11400,,COP,1,100,buy_it_now,gold_pro,2041-01-20T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-603862591-catapiz-metalico-juego-mesa-de-jazz-juguete-didactico-famili-_JM,http://http2.mlstatic.com/D_982658-MCO47535670409_092021-I.jpg,982658-MCO47535670409_092021,True,12000,MCO1161,,MCO-BOARD_GAMES,,41,True,,,,,,213839435,,,False,False,,MCO603862591,"[{'id': '2', 'type': 'standard', 'amount': 12000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-08-13T01:34:12Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '56', 'type': 'promotion', 'amount': 11400, 'regular_amount': 12000, 'currency_id': 'COP', 'last_updated': '2022-02-12T20:34:07Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}, {'id': '57', 'type': 'promotion', 'amount': 10800, 'regular_amount': 12000, 'currency_id': 'COP', 'last_updated': '2022-02-12T20:34:07Z', 'conditions': {'context_restrictions': ['buyer_loyalty_3'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}, {'id': '58', 'type': 'promotion', 'amount': 10800, 'regular_amount': 12000, 'currency_id': 'COP', 'last_updated': '2022-02-12T20:34:07Z', 'conditions': {'context_restrictions': ['buyer_loyalty_4'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}, {'id': '59', 'type': 'promotion', 'amount': 10800, 'regular_amount': 12000, 'currency_id': 'COP', 'last_updated': '2022-02-12T20:34:07Z', 'conditions': {'context_restrictions': ['buyer_loyalty_5'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}, {'id': '60', 'type': 'promotion', 'amount': 10800, 'regular_amount': 12000, 'currency_id': 'COP', 'last_updated': '2022-02-12T20:34:07Z', 'conditions': {'context_restrictions': ['buyer_loyalty_6'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}, {'id': '61', 'type': 'promotion', 'amount': 11040, 'regular_amount': 12000, 'currency_id': 'COP', 'last_updated': '2022-02-12T20:34:07Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-16T17:00:00Z', 'end_time': '2022-02-16T23:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1609170-MCO603862591', 'promotion_type': 'lightning'}}]",{'display_currency': 'COP'},[],[],[],12,950.0,0,COP,CO-ANT,Antioquia,TUNPQ0NBTDQ5NDdh,Caldas,False,me2,[],xd_drop_off,False,,,,,Colombia,Antioquia,Caldas,,,3,Jacks,Nuevo,5,0,1,1
