id,site_id,title,price,sale_price,currency_id,available_quantity,sold_quantity,buying_mode,listing_type_id,stop_time,condition,permalink,thumbnail,thumbnail_id,accepts_mercadopago,original_price,category_id,official_store_id,domain_id,catalog_product_id,order_backend,use_thumbnail_id,offer_score,offer_share,match_score,winner_item_id,melicoin,seller_id,seller_permalink,seller_registration_date,seller_car_dealer,seller_real_estate_agency,seller_tags,prices_id,prices_prices,prices_presentation,prices_payment_method_prices,prices_reference_prices,prices_purchase_discounts,installments_quantity,installments_amount,installments_rate,installments_currency_id,address_state_id,address_state_name,address_city_id,address_city_name,shipping_free_shipping,shipping_mode,shipping_tags,shipping_logistic_type,shipping_store_pick_up,seller_address_id,seller_address_comment,seller_address_address_line,seller_address_zip_code,seller_address_country_name,seller_address_state_name,seller_address_city_name,seller_address_latitude,seller_address_longitude,NUM_ATTRIBUTEs,BRAND,ITEM_CONDITION,num_tags,best_seller_candidate,loyalty_discount_eligible,good_quality_picture,MODEL
MCO562527926,MCO,Muñeca Mini Bellies Hermanitos Traviesos Juguete D Colección,49900,,COP,1,50,buy_it_now,gold_special,2040-05-09T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-562527926-muneca-mini-bellies-hermanitos-traviesos-juguete-d-coleccion-_JM,http://http2.mlstatic.com/D_720072-MCO44203936836_112020-O.jpg,720072-MCO44203936836_112020,True,70700,MCO176611,,MCO-DOLLS,,50,False,,,,,,137350780,,,False,False,,MCO562527926,"[{'id': '9', 'type': 'standard', 'amount': 49900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-09-12T23:54:18Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '15', 'type': 'promotion', 'amount': 49900, 'regular_amount': 70700, 'currency_id': 'COP', 'last_updated': '2021-12-13T15:29:29Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-01-05T04:30:00Z', 'end_time': '2024-01-01T04:59:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO2298', 'promotion_id': 'MCO2298', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,1386.11,0,COP,CO-ATL,Atlantico,TUNPQ0JBUjkzOTg0,Barranquilla,False,me2,[],drop_off,False,,,,,Colombia,Atlantico,Barranquilla,,,2,Famosa,Nuevo,5,0,1,1,
MCO587460092,MCO,32 Accesorios Barbie ,37905,,COP,1,250,buy_it_now,gold_pro,2040-10-02T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-587460092-32-accesorios-barbie-_JM,http://http2.mlstatic.com/D_694991-MCO43594319054_092020-I.jpg,694991-MCO43594319054_092020,True,39900,MCO176630,,MCO-DOLL_CLOTHES,,49,True,,,,,,91357649,,,False,False,,MCO587460092,"[{'id': '7616fb9d-5297-476c-9c2b-a0cb4874887e', 'type': 'standard', 'amount': 39900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2020-10-07T23:07:31Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '2', 'type': 'promotion', 'amount': 37905, 'regular_amount': 39900, 'currency_id': 'COP', 'last_updated': '2022-02-16T13:04:20Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-16T05:00:00Z', 'end_time': '2022-02-23T04:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1628634-MCO587460092', 'promotion_type': 'custom'}}, {'id': '3', 'type': 'promotion', 'amount': 35910, 'regular_amount': 39900, 'currency_id': 'COP', 'last_updated': '2022-02-16T13:04:20Z', 'conditions': {'context_restrictions': ['buyer_loyalty_3'], 'start_time': '2022-02-16T05:00:00Z', 'end_time': '2022-02-23T04:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1628634-MCO587460092', 'promotion_type': 'custom'}}, {'id': '4', 'type': 'promotion', 'amount': 35910, 'regular_amount': 39900, 'currency_id': 'COP', 'last_updated': '2022-02-16T13:04:20Z', 'conditions': {'context_restrictions': ['buyer_loyalty_4'], 'start_time': '2022-02-16T05:00:00Z', 'end_time': '2022-02-23T04:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1628634-MCO587460092', 'promotion_type': 'custom'}}, {'id': '5', 'type': 'promotion', 'amount': 35910, 'regular_amount': 39900, 'currency_id': 'COP', 'last_updated': '2022-02-16T13:04:20Z', 'conditions': {'context_restrictions': ['buyer_loyalty_5'], 'start_time': '2022-02-16T05:00:00Z', 'end_time': '2022-02-23T04:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1628634-MCO587460092', 'promotion_type': 'custom'}}, {'id': '6', 'type': 'promotion', 'amount': 35910, 'regular_amount': 39900, 'currency_id': 'COP', 'last_updated': '2022-02-16T13:04:20Z', 'conditions': {'context_restrictions': ['buyer_loyalty_6'], 'start_time': '2022-02-16T05:00:00Z', 'end_time': '2022-02-23T04:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1628634-MCO587460092', 'promotion_type': 'custom'}}]",{'display_currency': 'COP'},[],[],[],12,3158.75,0,COP,CO-HUI,Huila,TUNPQ1NBTmU1ZjU3,Santa María,False,me2,[],drop_off,False,,,,,Colombia,Huila,Santa María,,,1,,Nuevo,6,1,1,1,
MCO592016245,MCO,Muñeco Trolls  World Tour Fashion Doll Dj Suki,29950,,COP,1,5,buy_it_now,gold_special,2040-11-21T19:58:34.000Z,new,https://articulo.mercadolibre.com.co/MCO-592016245-muneco-trolls-world-tour-fashion-doll-dj-suki-_JM,http://http2.mlstatic.com/D_636846-MCO43909309422_102020-I.jpg,636846-MCO43909309422_102020,True,59900,MCO176611,400,MCO-DOLLS,,48,True,,,,,,544457773,,,False,False,,MCO592016245,"[{'id': '21', 'type': 'standard', 'amount': 59900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-10-21T11:05:37Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '356', 'type': 'promotion', 'amount': 29950, 'regular_amount': 59900, 'currency_id': 'COP', 'last_updated': '2022-02-07T17:58:39Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-10-25T04:30:00Z', 'end_time': '2024-01-01T04:59:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3560', 'promotion_id': 'MCO3560', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,831.94,0,COP,CO-CUN,Cundinamarca,TUNPQ0ZVTjMxMDQy,Funza,False,me2,['fulfillment'],fulfillment,False,,,,,Colombia,Cundinamarca,Funza,,,4,Trolls,Nuevo,6,0,1,1,
MCO641642649,MCO,Muñeco Señor Cara De Papa - Mr. Potato Head,59900,,COP,50,5,buy_it_now,gold_special,2041-06-25T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-641642649-muneco-senor-cara-de-papa-mr-potato-head-_JM,http://http2.mlstatic.com/D_972253-MCO47398638690_092021-I.jpg,972253-MCO47398638690_092021,True,69900,MCO2978,400,MCO-ACTION_FIGURES,,47,True,,,,,,544457773,,,False,False,,MCO641642649,"[{'id': '281', 'type': 'standard', 'amount': 69900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-02-09T16:44:03Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '282', 'type': 'promotion', 'amount': 59900, 'regular_amount': 69900, 'currency_id': 'COP', 'last_updated': '2022-02-09T16:44:11Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-03-25T14:59:00Z', 'end_time': '2029-12-01T15:29:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO2574', 'promotion_id': 'MCO2574', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],"[{'id': '9', 'type': 'list', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 59900, 'currency_id': 'COP', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-11-17T08:03:41Z'}]",[],36,1663.89,0,COP,CO-CUN,Cundinamarca,TUNPQ0ZVTjMxMDQy,Funza,False,me2,['fulfillment'],fulfillment,False,,,,,Colombia,Cundinamarca,Funza,,,4,,Nuevo,5,0,0,1,
MCO593472734,MCO,Barbie Estate Supermercado De Barbie,139930,,COP,1,25,buy_it_now,gold_special,2040-11-01T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-593472734-barbie-estate-supermercado-de-barbie-_JM,http://http2.mlstatic.com/D_821007-MCO44011854049_112020-I.jpg,821007-MCO44011854049_112020,True,199900,MCO176611,772,MCO-DOLLS,,46,True,,,,,,664154025,,,False,False,,MCO593472734,"[{'id': '13', 'type': 'standard', 'amount': 199900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-01-02T22:35:31Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '22', 'type': 'promotion', 'amount': 139930, 'regular_amount': 199900, 'currency_id': 'COP', 'last_updated': '2022-02-10T20:20:25Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2020-09-07T18:44:00Z', 'end_time': '2023-01-01T04:59:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO1815', 'promotion_id': 'MCO1815', 'promotion_type': 'campaign'}}, {'id': '23', 'type': 'promotion', 'amount': 139930, 'regular_amount': 199900, 'currency_id': 'COP', 'last_updated': '2022-02-10T20:20:25Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-01-05T04:30:00Z', 'end_time': '2024-01-01T04:59:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO2298', 'promotion_id': 'MCO2298', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,3886.94,0,COP,CO-CUN,Cundinamarca,TUNPQ0ZVTjMxMDQy,Funza,True,me2,"['fulfillment', 'mandatory_free_shipping']",fulfillment,False,,,,,Colombia,Cundinamarca,Funza,,,6,Barbie,Nuevo,7,1,1,1,Supermercado de Barbie
MCO804636005,MCO,Paw Patrol Cachorros Transformación Marshall 6022626,33900,,COP,1,5,buy_it_now,gold_special,2041-09-01T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-804636005-paw-patrol-cachorros-transformacion-marshall-6022626-_JM,http://http2.mlstatic.com/D_674501-MCO47878839304_102021-I.jpg,674501-MCO47878839304_102021,True,59900,MCO2978,1355,MCO-ACTION_FIGURES,,45,True,,,,,,544457773,,,False,False,,MCO804636005,"[{'id': '9', 'type': 'standard', 'amount': 59900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-11-18T16:33:04Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '80', 'type': 'promotion', 'amount': 33900, 'regular_amount': 59900, 'currency_id': 'COP', 'last_updated': '2021-12-15T12:21:23Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-03-25T14:59:00Z', 'end_time': '2029-12-01T15:29:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO2574', 'promotion_id': 'MCO2574', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,941.67,0,COP,CO-CUN,Cundinamarca,TUNPQ0ZVTjMxMDQy,Funza,False,me2,['fulfillment'],fulfillment,False,,,,,Colombia,Cundinamarca,Funza,,,4,,Nuevo,6,0,1,1,
MCO494703791,MCO,Juguete Muñeca Sorpresa Hairdorables,59900,,COP,1,150,buy_it_now,gold_special,2038-11-20T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-494703791-juguete-muneca-sorpresa-hairdorables-_JM,http://http2.mlstatic.com/D_707987-MCO32788821367_112019-I.jpg,707987-MCO32788821367_112019,True,84900,MCO176611,,MCO-DOLLS,,44,True,,,,,,137350780,,,False,False,,MCO494703791,"[{'id': '50069fc9-e7ab-4143-bbc4-d3a65c22107c', 'type': 'standard', 'amount': 69900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2020-12-17T18:21:17Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '14', 'type': 'promotion', 'amount': 59900, 'regular_amount': 84900, 'currency_id': 'COP', 'last_updated': '2021-12-13T15:27:39Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-01-05T04:30:00Z', 'end_time': '2024-01-01T04:59:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO2298', 'promotion_id': 'MCO2298', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,1663.89,0,COP,CO-ATL,Atlantico,TUNPQ0JBUjkzOTg0,Barranquilla,False,me2,[],drop_off,False,,,,,Colombia,Atlantico,Barranquilla,,,4,Hairdorables,Nuevo,6,0,1,1,
MCO562438256,MCO,Torre De Vigilancia Paw Patrol The Lookout,199900,,COP,1,150,buy_it_now,gold_special,2040-05-08T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-562438256-torre-de-vigilancia-paw-patrol-the-lookout-_JM,http://http2.mlstatic.com/D_807952-MCO41804597028_052020-I.jpg,807952-MCO41804597028_052020,True,299900,MCO2978,,MCO-ACTION_FIGURES,,43,True,,,,,,137350780,,,False,False,,MCO562438256,"[{'id': '15', 'type': 'standard', 'amount': 219900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-10T01:25:44Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '22', 'type': 'promotion', 'amount': 199900, 'regular_amount': 299900, 'currency_id': 'COP', 'last_updated': '2021-12-13T15:29:30Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-01-05T04:30:00Z', 'end_time': '2024-01-01T04:59:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO2298', 'promotion_id': 'MCO2298', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,5552.78,0,COP,CO-ATL,Atlantico,TUNPQ0JBUjkzOTg0,Barranquilla,True,me2,['mandatory_free_shipping'],drop_off,False,,,,,Colombia,Atlantico,Barranquilla,,,3,,Nuevo,5,0,1,1,
MCO554048667,MCO,Muñeca Bebe Que Enseña Las Partes Del Cuerpo 28 Funciones,142500,,COP,1,25,buy_it_now,gold_special,2040-02-17T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-554048667-muneca-bebe-que-ensena-las-partes-del-cuerpo-28-funciones-_JM,http://http2.mlstatic.com/D_604859-MCO47435159367_092021-O.jpg,604859-MCO47435159367_092021,True,150000,MCO176611,,MCO-DOLLS,,42,False,,,,,,496061677,,,False,False,,MCO554048667,"[{'id': '2', 'type': 'standard', 'amount': 150000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-09-02T19:55:56Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '3', 'type': 'promotion', 'amount': 142500, 'regular_amount': 150000, 'currency_id': 'COP', 'last_updated': '2022-01-20T16:02:01Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,3958.33,0,COP,CO-DC,Bogotá D.C.,TUNPQ01BUjU5NzU1,Martires,True,me2,"['self_service_in', 'mandatory_free_shipping']",cross_docking,False,,,,,Colombia,Bogotá D.C.,Martires,,,2,,Nuevo,6,0,1,1,
MCO596106037,MCO,Muñeca Barbie Chelsea Hada Luces Importada Lol Frozen Sofía,18050,,COP,1,25,buy_it_now,gold_pro,2040-11-21T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-596106037-muneca-barbie-chelsea-hada-luces-importada-lol-frozen-sofia-_JM,http://http2.mlstatic.com/D_650156-MCO44633315994_012021-O.jpg,650156-MCO44633315994_012021,True,19000,MCO176611,,MCO-DOLLS,,41,False,,,,,,579050660,,,False,False,,MCO596106037,"[{'id': '1', 'type': 'standard', 'amount': 19000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-01-11T16:13:10Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '2', 'type': 'promotion', 'amount': 18050, 'regular_amount': 19000, 'currency_id': 'COP', 'last_updated': '2022-02-09T00:29:56Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],12,1504.17,0,COP,CO-DC,Bogotá D.C.,TUNPQ0tFTjQyODYy,Kennedy,False,me2,['self_service_in'],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Kennedy,,,2,Barbie,Nuevo,6,1,1,1,
