,id,site_id,title,price,sale_price,currency_id,available_quantity,sold_quantity,buying_mode,listing_type_id,stop_time,condition,permalink,thumbnail,thumbnail_id,accepts_mercadopago,attributes,original_price,category_id,official_store_id,domain_id,catalog_product_id,tags,order_backend,use_thumbnail_id,offer_score,offer_share,match_score,winner_item_id,melicoin,seller.id,seller.permalink,seller.registration_date,seller.car_dealer,seller.real_estate_agency,seller.tags,prices.id,prices.prices,prices.presentation.display_currency,prices.payment_method_prices,prices.reference_prices,prices.purchase_discounts,installments.quantity,installments.amount,installments.rate,installments.currency_id,address.state_id,address.state_name,address.city_id,address.city_name,shipping.free_shipping,shipping.mode,shipping.tags,shipping.logistic_type,shipping.store_pick_up,seller_address.id,seller_address.comment,seller_address.address_line,seller_address.zip_code,seller_address.country.id,seller_address.country.name,seller_address.state.id,seller_address.state.name,seller_address.city.id,seller_address.city.name,seller_address.latitude,seller_address.longitude
0,MCO613095552,MCO,Juego De Sala Para Exterior,4774900,,COP,1,0,buy_it_now,gold_special,2041-08-14T15:21:14.000Z,new,https://articulo.mercadolibre.com.co/MCO-613095552-juego-de-sala-para-exterior-_JM,http://http2.mlstatic.com/D_790950-MCO45335156086_032021-O.jpg,790950-MCO45335156086_032021,True,"[{'value_name': 'RTA DESING', 'values': [{'source': 6808261514773724, 'id': None, 'name': 'RTA DESING', 'struct': None}], 'attribute_group_id': 'OTHERS', 'id': 'BRAND', 'value_id': None, 'value_struct': None, 'attribute_group_name': 'Otros', 'source': 6808261514773724, 'name': 'Marca'}, {'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}], 'attribute_group_name': 'Otros', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'source': 6808261514773724, 'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284'}, {'values': [{'source': 6808261514773724, 'id': None, 'name': 'VMOD-102', 'struct': None}], 'attribute_group_name': 'Otros', 'value_name': 'VMOD-102', 'name': 'Modelo', 'value_id': None, 'value_struct': None, 'attribute_group_id': 'OTHERS', 'source': 6808261514773724, 'id': 'MODEL'}]",7162900,MCO166338,1471,MCO-LIVING_ROOM_SETS,,"['good_quality_thumbnail', 'loyalty_discount_eligible', 'good_quality_picture', 'immediate_payment']",1,False,,,,,,686352448,,,False,False,,MCO613095552,"[{'id': '12', 'type': 'standard', 'amount': 5866900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-04-08T00:38:52Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '24', 'type': 'promotion', 'amount': 4774900, 'regular_amount': 7162900, 'currency_id': 'COP', 'last_updated': '2021-12-13T15:37:44Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-01-05T04:30:00Z', 'end_time': '2024-01-01T04:59:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO2298', 'promotion_id': 'MCO2298', 'promotion_type': 'campaign'}}]",COP,[],[],[],36,132636.11,0,COP,CO-VAC,Valle Del Cauca,TUNPQ1lVTTE2MGZm,Yumbo,True,not_specified,[],not_specified,False,,,,,CO,Colombia,CO-VAC,Valle Del Cauca,TUNPQ1lVTTE2MGZm,Yumbo,,
