cod_category,name_category,total_items,parti_num_items,cum_parti_num_items
MCO388015,Fijadores para el Cabello,41644,0.052527802090014696,71.39325605533838
MCO3691,Parlantes,41517,0.052367610204858805,71.44562366554324
MCO371425,Seguridad,41421,0.052246520275922075,71.49787018581915
MCO432770,Embalaje y Logística,41409,0.05223138403480498,71.55010156985396
MCO436382,Muebles de Guardado,41252,0.05203335154685636,71.60213492140082
MCO403697,Materiales de Obra,41201,0.05196902252210872,71.65410394392293
MCO87916,Tapetes,40714,0.051354743403440074,71.70545868732637
MCO455671,Venta,40647,0.051270232723869644,71.75672892005024
MCO1468,Propiedades Individuales,40646,0.051268971370443214,71.80799789142068
MCO39268,Cargadores con Cable,40577,0.05118193798401994,71.85917982940471
MCO1169,Películas,40568,0.05117058580318212,71.91035041520789
MCO1092,Acuarios y Accesorios,40433,0.05100030309061484,71.9613507182985
MCO441201,Artículos para Fiestas,40396,0.05095363301383714,72.01230435131234
MCO45926,Herramientas,40267,0.050790918421828396,72.06309526973416
MCO180774,Seguridad Vehicular,39874,0.050295206525243635,72.11339047625941
MCO7175,Otros,39834,0.05024475238818666,72.16363522864759
MCO6040,Linternas y Lámparas,39624,0.04997986816863755,72.21361509681623
MCO1636,Relojes,39549,0.04988526666165573,72.26350036347789
MCO441361,Lentes y Filtros,39350,0.04963425732979729,72.31313462080769
MCO417161,Interruptores Eléctricos,39245,0.049501815220022734,72.36263643602771
MCO1743,"Carros, Motos y Otros",39126,0.04935171416227824,72.41198815019
MCO455275,"Lijado, Desbaste y Pulido",39122,0.04934666874857254,72.46133481893857
MCO454904,Protección Personal,39021,0.04921927205250368,72.51055409099106
MCO5607,Tenis,38858,0.04901367144399652,72.55956776243507
MCO43673,Depilación,38830,0.04897835354805664,72.60854611598312
MCO180802,Equipamiento Médico,38591,0.04867689007914122,72.65722300606225
MCO181060,Instrumental de Manicuría,38139,0.04810675833039743,72.70532976439264
MCO118184,Esmaltes para Uñas,38107,0.04806639502075185,72.7533961594134
MCO417704,Smartwatches y Accesorios,37911,0.047819169749172684,72.80121532916257
MCO1935,Indumentaria,37853,0.04774601125044007,72.84896134041301
MCO4922,Cables de Datos,37826,0.047711954707926614,72.89667329512093
MCO441125,Costura y Bordado,37442,0.04722759499217967,72.94390089011311
MCO165607,Velas y Candelabros,37353,0.04711533453722791,72.99101622465034
MCO7412,Billeteras,37284,0.04702830115080463,73.03804452580114
MCO8415,Llantas,37122,0.04682396189572389,73.08486848769687
MCO165914,Pastillas de Freno,37092,0.04678612129293116,73.13165460898979
MCO5844,Cámaras de Seguridad,37047,0.046729360388742064,73.17838396937853
MCO5072,Auriculares y Manos Libres,36953,0.04661079316665818,73.2249947625452
MCO158239,Otros Accesorios,36943,0.04659817963239393,73.27159294217759
MCO437028,Limpieza de Vehículos,36872,0.046508623539117805,73.3181015657167
MCO441206,Pegamentos y Cortantes,36525,0.04607093390014856,73.36417249961686
MCO372049,Fijaciones,36353,0.04585398111080358,73.41002648072767
MCO113269,Otros,36295,0.04578082261207097,73.45580730333974
MCO113526,Otras Herramientas Eléctricas,36128,0.045570176589858104,73.5013774799296
MCO21948,Indumentaria y Calzado,36083,0.04551341568566901,73.54689089561528
MCO425024,Pad Mouses,35995,0.04540241658414367,73.59229331219942
MCO166160,Organizadores de Cocina,35937,0.04532925808541106,73.63762257028483
MCO166611,Pinzas,35909,0.04529394018947118,73.6829165104743
MCO155513,Juguetes para Perros,35708,0.04504040815075989,73.72795691862505
MCO1295,Patín y Skateboard,35432,0.04469227460506677,73.77264919323012
MCO180730,Flores Artificiales,35309,0.04453712813361658,73.81718632136374
MCO169848,Motor,35014,0.04416502887282141,73.86135135023656
MCO1396,Ropa para Bebés,34952,0.044086824960383096,73.90543817519695
MCO442322,Infusiones,34857,0.04396699638487279,73.94940517158182
MCO3381,Audio para Vehículos,34797,0.04389131517928733,73.9932964867611
MCO431414,Accesorios para TV,34661,0.043719771113293615,74.03701625787438
MCO414251,Botas y Botines,34654,0.043710941639308644,74.08072719951369
MCO181089,Aplicadores de Maquillajes,34547,0.043575976822681245,74.12430317633637
MCO173235,Drones y Accesorios,34493,0.04350786373765433,74.16781104007403
MCO442025,Micrófonos y Preamplificadores,34364,0.04334514914564559,74.21115618921968
MCO180810,Terapias Alternativas,34331,0.04330352448257359,74.25445971370225
MCO1024,Equipos de DJ y Accesorios,34257,0.043210184329018186,74.29766989803126
MCO442202,Repuestos de Celulares,34251,0.043202616208459645,74.34087251423972
MCO1167,Juegos de Parque y Aire Libre,34234,0.04318117320021043,74.38405368743993
MCO118193,Bases,34221,0.043164775605666915,74.42721846304559
MCO417301,Repuestos para Relojes,34101,0.043013413194495996,74.47023187624009
MCO4708,Instrumentos Ópticos,33715,0.0425265307718962,74.51275840701199
MCO436296,"Café, Té y Mate",33702,0.04251013317735269,74.55526854018935
MCO163024,Para PlayStation,33561,0.042332282344226854,74.59760082253358
MCO455052,Herrajes de Seguridad,33545,0.04231210068940407,74.63991292322298
MCO164701,Cojines,33404,0.042134249856278234,74.68204717307925
MCO165913,Encendido,33244,0.04193243330805035,74.7239796063873
MCO433069,Juegos de Agua y Playa,32962,0.04157673164179868,74.7655563380291
MCO157285,Chaquetas y Abrigos,32597,0.041116337641153806,74.80667267567026
MCO116389,Almohadas,32572,0.041084803805493196,74.84775747947575
MCO1342,Golf,32386,0.04085019206817827,74.88860767154392
MCO85773,Estuches y Protectores,32298,0.04073919296665293,74.92934686451058
MCO434767,Artículos de Peluquería,32272,0.0407063977775659,74.97005326228815
MCO455276,Perforación,32270,0.04070387507071305,75.01075713735887
MCO442085,Relojes de Pared,32207,0.04062440980484832,75.05138154716371
MCO430354,Fundas y Cuidado de la Cámara,32091,0.0404780928073831,75.09185963997109
MCO454898,Materiales,32083,0.0404680019799717,75.13232764195106
MCO435648,Juguetes para Bebés,32072,0.04045412709228103,75.17278176904334
MCO430598,Almacenamiento,32055,0.04043268408403182,75.21321445312738
MCO441729,Fundas,31907,0.040246003776921016,75.25346045690429
MCO4597,Secadores de Cabello,31855,0.04018041339874696,75.29364087030304
MCO165938,Repuestos de Interior,31784,0.04009085730547083,75.33373172760851
MCO116436,Decoración Navideña,31717,0.0400063466259004,75.37373807423441
MCO372028,Combinadas,31670,0.03994706301485845,75.41368513724927
MCO441760,Manteles,31657,0.03993066542031494,75.45361580266959
MCO116435,Adornos Navideños,31577,0.03982975714620099,75.4934455598158
MCO15046,Cunas y Moisés,31493,0.03972380345838135,75.53316936327418
MCO166133,Inyección,31419,0.03963046330482595,75.57279982657901
MCO438205,Cañas y Accesorios,31320,0.03950558931560994,75.61230541589462
MCO455488,Semiconductores,31288,0.03946522600596436,75.65177064190058
MCO166146,Ollas,31178,0.03932647712905769,75.69109711902964
MCO416545,Fundas para Almohadas,31012,0.039117092460271244,75.73021421148991
MCO455277,Corte,30975,0.03907042238349354,75.7692846338734
MCO194317,Dulces y Chocolates,30885,0.038956900575115354,75.80824153444851
MCO167457,Soportes y Estabilizadores,30878,0.03894807110113038,75.84718960554964
MCO172631,Marcadores y Resaltadores,30818,0.03887238989554492,75.88606199544519
MCO165941,Muebles para Exterior,30560,0.038546960711527446,75.92460895615672
MCO181115,Artículos de Maternidad,30385,0.038326223861903194,75.96293518001862
MCO5411,Máquinas para Cortar Cabello,30384,0.038324962508476765,76.0012601425271
MCO44067,Cuidado Bucal,30233,0.038134498141086694,76.03939464066819
MCO113160,Otros,30047,0.03789988640377177,76.07729452707197
MCO23030,Llantas para Carros,29942,0.03776744429399721,76.11506197136596
MCO6165,Billetes y Monedas,29744,0.037517696315565195,76.15257966768152
MCO375291,Linternas,29742,0.03751517360871235,76.19009484129023
